(84, [172273, 172275, 172279, 172280, 172283, 172285, 172286, 172288, 172290, 172292, 172293, 172295, 172296, 172297, 172299, 172300], 1)
(85, [174351, 174355, 174356, 174357, 174358, 174359, 174360, 174361, 174364, 174367, 174368, 174369, 174371, 174372, 174377, 174382], 1)
(86, [176433, 176434, 176435, 176437, 176440, 176441, 176442, 176446, 176449, 176451, 176452, 176454, 176456, 176460, 176461, 176465], 1)
(87, [178515, 178516, 178518, 178519, 178520, 178521, 178524, 178525, 178527, 178528, 178530, 178531, 178534, 178535, 178537, 178540], 1)
(88, [180589, 180590, 180591, 180592, 180594, 180595, 180597, 180599, 180601, 180602, 180604, 180607, 180610, 180611, 180612, 180617], 1)
(89, [182666, 182670, 182671, 182673, 182674, 182676, 182677, 182678, 182679, 182680, 182681, 182682, 182684, 182689, 182690, 182691], 1)
(90, [184740, 184741, 184742, 184743, 184745, 184746, 184749, 184752, 184753, 184754, 184755, 184756, 184757, 184758, 184759, 184760], 1)
(91, [186809, 186810, 186813, 186814, 186815, 186816, 186817, 186821, 186822, 186824, 186828, 186829, 186830, 186831, 186837, 186838], 1)
(92, [188891, 188892, 188893, 188899, 188902, 188905, 188908, 188910, 188912, 188916, 188917, 188918, 188919, 188920, 188922, 188923], 1)
(93, [190972, 190974, 190976, 190977, 190978, 190984, 190985, 190988, 190991, 190992, 190993, 190997, 190998, 191001, 191009, 191015], 1)
(94, [193064, 193065, 193066, 193068, 193069, 193071, 193072, 193073, 193074, 193076, 193077, 193079, 193080, 193081, 193082, 193086], 1)
(95, [195135, 195136, 195139, 195140, 195141, 195142, 195145, 195148, 195150, 195152, 195153, 195154, 195155, 195156, 195157, 195158], 1)
(96, [197207, 197209, 197211, 197212, 197213, 197214, 197215, 197216, 197219, 197223, 197226, 197228, 197229, 197230, 197232, 197233], 1)
(97, [199283, 199284, 199287, 199288, 199289, 199290, 199291, 199292, 199293, 199294, 199298, 199299, 199302, 199303, 199304, 199306], 1)
(98, [201357, 201358, 201360, 201362, 201363, 201364, 201365, 201367, 201368, 201370, 201374, 201375, 201376, 201379, 201380, 201381], 1)
(99, [203431, 203432, 203434, 203437, 203443, 203446, 203448, 203449, 203451, 203452, 203454, 203455, 203457, 203459, 203462, 203466], 1)
(100, [205515, 205516, 205518, 205522, 205523, 205525, 205527, 205529, 205530, 205531, 205532, 205534, 205536, 205538, 205540, 205541], 1)
(101, [207591, 207593, 207594, 207597, 207599, 207600, 207602, 207603, 207604, 207605, 207607, 207608, 207612, 207616, 207618, 207619], 1)
(102, [209668, 209669, 209670, 209671, 209672, 209673, 209675, 209676, 209678, 209679, 209680, 209682, 209683, 209685, 209686, 209687], 1)
(103, [211736, 211737, 211738, 211739, 211741, 211743, 211744, 211745, 211747, 211748, 211749, 211750, 211751, 211752, 211753, 211754], 1)
(104, [213805, 213806, 213808, 213809, 213810, 213811, 213812, 213815, 213821, 213822, 213824, 213828, 213829, 213830, 213831, 213832], 1)
(105, [215881, 215884, 215888, 215889, 215890, 215892, 215893, 215895, 215897, 215900, 215901, 215902, 215905, 215906, 215907, 215910], 1)
(106, [217959, 217960, 217962, 217964, 217965, 217966, 217969, 217971, 217972, 217976, 217977, 217978, 217979, 217981, 217982, 217983], 1)
(107, [220032, 220033, 220036, 220037, 220039, 220040, 220041, 220042, 220044, 220045, 220048, 220049, 220050, 220051, 220052, 220053], 1)
(108, [222102, 222103, 222104, 222106, 222108, 222110, 222111, 222112, 222115, 222117, 222118, 222120, 222122, 222123, 222124, 222125], 1)
(109, [224175, 224178, 224179, 224180, 224181, 224182, 224183, 224184, 224186, 224189, 224190, 224191, 224192, 224193, 224195, 224196], 1)
(110, [226245, 226247, 226248, 226249, 226250, 226251, 226252, 226253, 226254, 226255, 226261, 226262, 226264, 226265, 226266, 226268], 1)
(111, [228318, 228320, 228321, 228322, 228323, 228324, 228326, 228328, 228329, 228330, 228332, 228333, 228334, 228335, 228336, 228339], 1)
(112, [230389, 230392, 230393, 230397, 230399, 230400, 230401, 230403, 230405, 230406, 230407, 230410, 230412, 230413, 230414, 230416], 1)
(113, [232466, 232467, 232468, 232470, 232471, 232473, 232476, 232477, 232478, 232479, 232480, 232481, 232484, 232490, 232491, 232492], 1)
(114, [234542, 234543, 234544, 234546, 234547, 234550, 234551, 234553, 234554, 234555, 234556, 234557, 234558, 234559, 234560, 234561], 1)
(115, [236610, 236611, 236613, 236614, 236616, 236618, 236619, 236620, 236621, 236622, 236623, 236624, 236626, 236627, 236629, 236632], 1)
(116, [238682, 238684, 238686, 238690, 238693, 238694, 238697, 238698, 238703, 238705, 238708, 238709, 238711, 238713, 238714, 238715], 1)
(117, [240764, 240765, 240767, 240768, 240770, 240772, 240773, 240774, 240776, 240777, 240778, 240781, 240783, 240785, 240787, 240788], 1)
(118, [242839, 242841, 242843, 242844, 242845, 242846, 242847, 242849, 242850, 242851, 242854, 242857, 242860, 242862, 242863, 242864], 1)
(119, [244913, 244915, 244917, 244918, 244919, 244927, 244928, 244934, 244935, 244936, 244938, 244940, 244941, 244946, 244947, 244948], 1)
(120, [246998, 247000, 247002, 247003, 247004, 247006, 247007, 247008, 247009, 247010, 247012, 247015, 247016, 247017, 247019, 247020], 1)
(121, [249069, 249071, 249074, 249076, 249077, 249078, 249080, 249082, 249083, 249084, 249085, 249086, 249089, 249090, 249091, 249092], 1)
(122, [251141, 251142, 251143, 251144, 251145, 251147, 251148, 251149, 251150, 251155, 251157, 251158, 251162, 251163, 251164, 251166], 1)
(123, [253215, 253216, 253217, 253218, 253221, 253222, 253223, 253227, 253230, 253232, 253234, 253235, 253237, 253238, 253240, 253242], 1)
(124, [255291, 255293, 255294, 255297, 255301, 255302, 255304, 255305, 255306, 255307, 255308, 255309, 255311, 255312, 255314, 255315], 1)
(125, [257364, 257365, 257368, 257370, 257371, 257374, 257375, 257376, 257377, 257380, 257381, 257382, 257383, 257385, 257388, 257390], 1)
(126, [259440, 259441, 259443, 259448, 259450, 259451, 259452, 259453, 259456, 259457, 259460, 259463, 259467, 259468, 259469, 259470], 1)
(127, [261521, 261523, 261529, 261533, 261534, 261535, 261536, 261537, 261541, 261543, 261544, 261546, 261550, 261552, 261557, 261558], 1)
(128, [263608, 263612, 263613, 263614, 263615, 263616, 263620, 263622, 263623, 263630, 263632, 263633, 263636, 263637, 263638, 263639], 1)
(129, [265688, 265690, 265691, 265692, 265694, 265695, 265701, 265704, 265705, 265706, 265707, 265708, 265709, 265710, 265712, 265714], 1)
(130, [267764, 267765, 267766, 267768, 267769, 267770, 267771, 267772, 267773, 267774, 267775, 267776, 267777, 267779, 267780, 267781], 1)
(131, [269832, 269833, 269834, 269839, 269840, 269841, 269844, 269845, 269847, 269849, 269850, 269851, 269852, 269854, 269855, 269859], 1)
(132, [271910, 271912, 271913, 271914, 271915, 271916, 271919, 271920, 271921, 271923, 271925, 271927, 271928, 271930, 271932, 271934], 1)
(133, [273983, 273987, 273988, 273989, 273990, 273991, 273994, 273995, 273999, 274000, 274001, 274002, 274004, 274006, 274007, 274008], 1)
(134, [276057, 276058, 276059, 276060, 276061, 276062, 276066, 276068, 276069, 276070, 276071, 276073, 276074, 276075, 276076, 276077], 1)
(135, [278126, 278130, 278131, 278132, 278133, 278134, 278136, 278137, 278142, 278143, 278145, 278146, 278148, 278149, 278150, 278151], 1)
(136, [280202, 280205, 280206, 280207, 280208, 280209, 280210, 280217, 280219, 280220, 280221, 280222, 280227, 280228, 280229, 280230], 1)
(137, [282279, 282281, 282283, 282284, 282285, 282287, 282288, 282289, 282291, 282292, 282295, 282296, 282297, 282298, 282299, 282300], 1)
(138, [284351, 284354, 284356, 284357, 284358, 284360, 284363, 284364, 284365, 284366, 284367, 284369, 284370, 284371, 284372, 284375], 1)
(139, [286425, 286426, 286427, 286428, 286429, 286430, 286431, 286433, 286434, 286438, 286439, 286441, 286445, 286446, 286449, 286451], 1)
(140, [288500, 288501, 288502, 288503, 288505, 288506, 288507, 288510, 288511, 288513, 288516, 288517, 288520, 288521, 288523, 288524], 1)
(141, [290574, 290578, 290579, 290580, 290581, 290582, 290585, 290586, 290588, 290589, 290591, 290594, 290598, 290599, 290600, 290601], 1)
(142, [292651, 292654, 292656, 292657, 292659, 292661, 292663, 292664, 292665, 292666, 292669, 292672, 292674, 292677, 292678, 292679], 1)
(143, [294728, 294730, 294731, 294732, 294734, 294735, 294737, 294739, 294741, 294742, 294743, 294745, 294748, 294749, 294750, 294752], 1)
(144, [296801, 296803, 296804, 296805, 296809, 296814, 296815, 296817, 296824, 296825, 296826, 296828, 296829, 296831, 296833, 296834], 1)
(145, [298885, 298887, 298889, 298890, 298891, 298892, 298894, 298895, 298896, 298898, 298899, 298900, 298901, 298902, 298905, 298908], 1)
(146, [300957, 300958, 300960, 300961, 300962, 300963, 300964, 300965, 300966, 300969, 300970, 300971, 300974, 300975, 300976, 300977], 1)
(147, [303028, 303030, 303031, 303033, 303034, 303035, 303036, 303037, 303039, 303040, 303041, 303043, 303044, 303045, 303046, 303053], 1)
(148, [305104, 305105, 305106, 305107, 305110, 305111, 305112, 305116, 305117, 305118, 305119, 305120, 305121, 305122, 305123, 305125], 1)
(149, [307180, 307181, 307183, 307184, 307185, 307186, 307188, 307189, 307190, 307192, 307193, 307194, 307195, 307196, 307197, 305151], 1)
(150, [307203, 307205, 307208, 307210, 307211, 307213, 307214, 307215, 307216, 307218, 307221, 307222, 307224, 307226, 307230, 307231], 1)
(151, [309282, 309283, 309284, 309285, 309286, 309287, 309290, 309291, 309292, 309298, 309299, 309302, 309306, 309308, 309310, 309312], 1)
(152, [311362, 311363, 311367, 311370, 311373, 311376, 311379, 311380, 311382, 311383, 311384, 311385, 311386, 311389, 311391, 311394], 1)
(153, [313444, 313445, 313446, 313447, 313448, 313450, 313451, 313452, 313454, 313458, 313459, 313460, 313462, 313464, 313467, 313468], 1)
(154, [315521, 315522, 315524, 315525, 315527, 315535, 315536, 315538, 315541, 315542, 315544, 315549, 315551, 315552, 315553, 315554], 1)
(155, [317607, 317609, 317610, 317614, 317616, 317617, 317619, 317620, 317622, 317624, 317626, 317627, 317628, 317631, 317633, 317635], 1)
(156, [319684, 319685, 319687, 319688, 319689, 319690, 319692, 319695, 319696, 319698, 319699, 319702, 319703, 319705, 319706, 319708], 1)
(157, [321757, 321759, 321760, 321761, 321762, 321763, 321764, 321766, 321770, 321771, 321772, 321773, 321774, 321776, 321777, 321781], 1)
(158, [323831, 323832, 323835, 323836, 323838, 323841, 323843, 323845, 323846, 323847, 323848, 323850, 323851, 323855, 323856, 323857], 1)
(159, [325907, 325908, 325909, 325910, 325912, 325914, 325918, 325920, 325921, 325923, 325925, 325926, 325927, 325930, 325931, 325932], 1)
(160, [327981, 327982, 327984, 327988, 327989, 327991, 327994, 327996, 327997, 327998, 327999, 328000, 328002, 328005, 328006, 328007], 1)
(161, [330057, 330059, 330063, 330065, 330067, 330068, 330072, 330073, 330074, 330075, 330076, 330077, 330078, 330079, 330080, 330083], 1)
(162, [332132, 332133, 332134, 332136, 332137, 332142, 332143, 332144, 332146, 332148, 332150, 332151, 332153, 332155, 332156, 332157], 1)
(163, [334206, 334208, 334211, 334213, 334214, 334215, 334216, 334217, 334218, 334221, 334224, 334225, 334227, 334228, 334230, 334231], 1)
(164, [336280, 336282, 336283, 336284, 336289, 336293, 336294, 336295, 336296, 336297, 336298, 336299, 336300, 336301, 336302, 336303], 1)
(165, [338354, 338356, 338358, 338359, 338360, 338361, 338362, 338363, 338364, 338365, 338366, 338368, 338370, 338371, 338372, 338373], 1)
(166, [340422, 340423, 340424, 340428, 340429, 340430, 340431, 340432, 340433, 340434, 340435, 340438, 340439, 340441, 340445, 340446], 1)
(167, [342496, 342497, 342498, 342499, 342500, 342501, 342502, 342503, 342505, 342506, 342507, 342509, 342510, 342513, 342514, 342515], 1)
(168, [344565, 344566, 344571, 344575, 344577, 344578, 344579, 344580, 344581, 344583, 344584, 344585, 344586, 344587, 344593, 344594], 1)
(169, [346643, 346644, 346645, 346647, 346648, 346650, 346652, 346654, 346658, 346659, 346660, 346661, 346668, 346669, 346670, 346671], 1)
(170, [348720, 348722, 348724, 348727, 348728, 348729, 348730, 348733, 348734, 348736, 348737, 348738, 348740, 348741, 348742, 348743], 1)
(171, [350792, 350793, 350794, 350796, 350798, 350799, 350800, 350801, 350803, 350804, 350805, 350806, 350808, 350811, 350812, 350813], 1)
(172, [352863, 352867, 352878, 352880, 352883, 352885, 352887, 352888, 352889, 352890, 352892, 352893, 352894, 352895, 352896, 352897], 1)
(173, [354947, 354949, 354950, 354951, 354952, 354953, 354955, 354956, 354957, 354959, 354960, 354961, 354964, 354965, 354966, 354969], 1)
(174, [357018, 357019, 357020, 357021, 357022, 357026, 357027, 357029, 357038, 357042, 357043, 357045, 357046, 357047, 357048, 357049], 1)
(175, [359098, 359099, 359101, 359102, 359104, 359105, 359107, 359108, 359109, 359110, 359112, 359114, 359115, 359116, 359118, 359119], 1)
(176, [361168, 361170, 361171, 361175, 361177, 361178, 361179, 361183, 361185, 361187, 361188, 361189, 361190, 361191, 361194, 361195], 1)
(177, [363244, 363245, 363247, 363248, 363250, 363252, 363253, 363254, 363256, 363257, 363258, 363259, 363260, 363261, 363263, 363264], 1)
(178, [365313, 365316, 365318, 365324, 365325, 365328, 365331, 365334, 365336, 365339, 365340, 365341, 365342, 365343, 365344, 365346], 1)
(179, [367397, 367398, 367399, 367400, 367402, 367403, 367404, 367406, 367409, 367412, 367413, 367414, 367417, 367418, 367421, 367422], 1)
(180, [369471, 369474, 369475, 369476, 369477, 369478, 369479, 369483, 369485, 369486, 369488, 369489, 369490, 369492, 369495, 369496], 1)
(181, [371545, 371546, 371547, 371548, 371549, 371551, 371552, 371557, 371558, 371559, 371560, 371562, 371563, 371568, 371570, 371573], 1)
(182, [373622, 373623, 373625, 373627, 373628, 373630, 373631, 373632, 373633, 373634, 373638, 373639, 373644, 373645, 373646, 373650], 1)
(183, [375700, 375703, 375705, 375706, 375707, 375708, 375710, 375711, 375712, 375714, 375720, 375721, 375724, 375725, 375726, 375730], 1)
(184, [377779, 377781, 377783, 377785, 377786, 377787, 377789, 377790, 377791, 377792, 377793, 377794, 377795, 377797, 377798, 377799], 1)
(185, [379848, 379850, 379854, 379855, 379857, 379858, 379859, 379860, 379862, 379867, 379868, 379869, 379871, 379872, 379873, 379875], 1)
(186, [381925, 381931, 381932, 381934, 381935, 381936, 381937, 381938, 381939, 381942, 381943, 381944, 381945, 381947, 381948, 381950], 1)
(187, [384000, 384004, 384006, 384007, 384008, 384010, 384012, 384015, 384016, 384020, 384021, 384022, 384023, 384027, 384029, 384030], 1)
(188, [386079, 386080, 386081, 386086, 386087, 386089, 386090, 386091, 386092, 386094, 386095, 386097, 386101, 386102, 386108, 386109], 1)
(189, [388158, 388160, 388162, 388164, 388169, 388171, 388175, 388176, 388177, 388178, 388179, 388180, 388181, 388182, 388183, 388184], 1)
(190, [390233, 390237, 390238, 390239, 390240, 390242, 390246, 390247, 390249, 390252, 390253, 390261, 390263, 390264, 390269, 390274], 1)
(191, [392323, 392326, 392327, 392328, 392329, 392330, 392331, 392332, 392334, 392335, 392336, 392337, 392340, 392342, 392344, 392347], 1)
(192, [394396, 394397, 394398, 394399, 394402, 394403, 394404, 394405, 394407, 394410, 394413, 394414, 394415, 394417, 394418, 394422], 1)
(193, [396471, 396472, 396475, 396476, 396477, 396478, 396479, 396480, 396482, 396483, 396485, 396486, 396487, 396489, 396493, 396494], 1)
(194, [398543, 398544, 398548, 398549, 398552, 398553, 398555, 398556, 398561, 398564, 398565, 398566, 398567, 398568, 398570, 398572], 1)
(195, [400621, 400622, 400623, 400625, 400627, 400628, 400632, 400634, 400635, 400636, 400637, 400642, 400643, 400644, 400645, 400647], 1)
(196, [402696, 402699, 402701, 402702, 402703, 402704, 402706, 402711, 402712, 402714, 402716, 402718, 402720, 402721, 402722, 402725], 1)
